timestamp,size_vram_bytes,size_total_bytes,context_length,expires_at
2026-06-12T10:49:35Z,14659742596,15250730514,8192,2318-09-22T13:37:01.939496907+03:00
2026-06-12T10:49:36Z,14659742596,15250730514,8192,2318-09-22T13:37:01.939496907+03:00
2026-06-12T10:49:36Z,14659742596,15250730514,8192,2318-09-22T13:37:01.939496907+03:00
2026-06-12T10:49:37Z,14659742596,15250730514,8192,2318-09-22T13:37:01.939496907+03:00
2026-06-12T10:49:38Z,14659742596,15250730514,8192,2318-09-22T13:37:01.939496907+03:00
2026-06-12T10:49:50Z,13363262258,15587879155,65536,2026-06-12T13:50:02.206991+03:00
2026-06-12T10:49:51Z,13363262258,15587879155,65536,2026-06-12T13:50:02.7527311+03:00
2026-06-12T10:49:51Z,13363262258,15587879155,65536,2026-06-12T13:50:03.3007553+03:00
2026-06-12T10:50:03Z,14659742596,15250730514,8192,2026-06-12T13:50:15.4155372+03:00
2026-06-12T10:50:04Z,14659742596,15250730514,8192,2026-06-12T13:50:15.957593+03:00
2026-06-12T10:50:04Z,14659742596,15250730514,8192,2026-06-12T13:50:16.5034422+03:00
2026-06-12T10:50:17Z,13363262258,15587879155,65536,2026-06-12T13:50:29.1946947+03:00
2026-06-12T10:50:18Z,13363262258,15587879155,65536,2026-06-12T13:50:29.7451094+03:00
2026-06-12T10:50:18Z,13363262258,15587879155,65536,2026-06-12T13:50:30.2924927+03:00
2026-06-12T10:50:30Z,14659742596,15250730514,8192,2026-06-12T13:50:42.4095161+03:00
2026-06-12T10:50:31Z,14659742596,15250730514,8192,2026-06-12T13:50:42.9601205+03:00
2026-06-12T10:50:31Z,14659742596,15250730514,8192,2026-06-12T13:50:43.5178786+03:00
2026-06-12T10:50:44Z,13363262258,15587879155,65536,2026-06-12T13:50:56.1721057+03:00
2026-06-12T10:50:45Z,13363262258,15587879155,65536,2026-06-12T13:50:56.7169332+03:00
2026-06-12T10:50:45Z,13363262258,15587879155,65536,2026-06-12T13:50:57.2674165+03:00
2026-06-12T10:50:57Z,14659742596,15250730514,8192,2026-06-12T13:51:09.3644109+03:00
2026-06-12T10:50:58Z,14659742596,15250730514,8192,2026-06-12T13:51:09.9200093+03:00
2026-06-12T10:50:58Z,14659742596,15250730514,8192,2026-06-12T13:51:10.4711805+03:00
2026-06-12T10:51:11Z,13363262258,15587879155,65536,2026-06-12T13:51:22.6803239+03:00
2026-06-12T10:51:11Z,13363262258,15587879155,65536,2026-06-12T13:51:23.2380461+03:00
2026-06-12T10:51:12Z,13363262258,15587879155,65536,2026-06-12T13:51:23.7877402+03:00
2026-06-12T10:51:12Z,13363262258,15587879155,65536,2026-06-12T13:51:24.3325256+03:00
2026-06-12T10:51:24Z,14659742596,15250730514,8192,2026-06-12T13:51:36.3324792+03:00
2026-06-12T10:51:25Z,14659742596,15250730514,8192,2026-06-12T13:51:36.8801578+03:00
2026-06-12T10:51:25Z,14659742596,15250730514,8192,2026-06-12T13:51:37.4282467+03:00
2026-06-12T10:51:26Z,14659742596,15250730514,8192,2026-06-12T13:51:37.9739898+03:00
2026-06-12T10:51:39Z,13363262258,15587879155,65536,2026-06-12T13:51:50.5666755+03:00
2026-06-12T10:51:39Z,13363262258,15587879155,65536,2026-06-12T13:51:51.1161294+03:00
2026-06-12T10:51:40Z,13363262258,15587879155,65536,2026-06-12T13:51:51.6650712+03:00
2026-06-12T10:51:40Z,13363262258,15587879155,65536,2026-06-12T13:51:52.2094011+03:00
2026-06-12T10:51:52Z,14659742596,15250730514,8192,2026-06-12T13:52:04.3209648+03:00
2026-06-12T10:51:53Z,14659742596,15250730514,8192,2026-06-12T13:52:04.8752389+03:00
2026-06-12T10:51:53Z,14659742596,15250730514,8192,2026-06-12T13:52:05.4259441+03:00
2026-06-12T10:51:54Z,14659742596,15250730514,8192,2026-06-12T13:52:05.9681706+03:00
2026-06-12T10:52:07Z,13363262258,15587879155,65536,2026-06-12T13:52:18.5671512+03:00
2026-06-12T10:52:07Z,13363262258,15587879155,65536,2026-06-12T13:52:19.1200702+03:00
2026-06-12T10:52:08Z,13363262258,15587879155,65536,2026-06-12T13:52:19.67213+03:00
